"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Channel Islands","CHI","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.706311","","","","","","","","","","1.609674","","","","","","","","","","","","","",
"China","CHN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.635574","","","","","","","","","","8.059189","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.355851","","","","","","","","","","3.245112","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3487158","","","","","","","","","","0.3487947","","","","","","","","","","","","","",
"Congo, Rep.","COG","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9667999","","","","","","","","","","0.9661633","","","","","","","","","","","","","",
"Colombia","COL","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.082108","","","","","","","","","","2.004576","","","","","","","","","","","","","",
"Comoros","COM","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.03837","","","","","","","","","","14.03701","","","","","","","","","","","","","",
"Cabo Verde","CPV","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.75433","","","","","","","","","","13.8443","","","","","","","","","","","","","",
"Costa Rica","CRI","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.899192","","","","","","","","","","0.8397314","","","","","","","","","","","","","",
"South Asia (IFC classification)","CSA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9727477174538","","","","","","","","","","17.3566303136971","","","","","","","","","","","","","",
"Cuba","CUB","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.65563","","","","","","","","","","10.03804","","","","","","","","","","","","","",
"Curacao","CUW","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.50253","","","","","","","","","","59.59201","","","","","","","","","","","","","",
"Cyprus","CYP","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.54782","","","","","","","","","","9.662172","","","","","","","","","","","","","",
"Czech Republic","CZE","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","",
"Germany","DEU","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.408065","","","","","","","","","","4.417399","","","","","","","","","","","","","",
"Djibouti","DJI","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.420453","","","","","","","","","","7.627246","","","","","","","","","","","","","",
"Dominica","DMA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.68151","","","","","","","","","","10.43414","","","","","","","","","","","","","",
"Denmark","DNK","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.57557","","","","","","","","","","18.50849","","","","","","","","","","","","","",
"Dominican Republic","DOM","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.913546","","","","","","","","","","2.983391","","","","","","","","","","","","","",
"Algeria","DZA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.404253","","","","","","","","","","3.529982","","","","","","","","","","","","","",
"East Asia & Pacific (developing only)","EAP","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.92254633607024","","","","","","","","","","10.3292024466169","","","","","","","","","","","","","",
"East Asia & Pacific (all income levels)","EAS","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3411362281561","","","","","","","","","","10.6475375848615","","","","","","","","","","","","","",
"Europe & Central Asia (developing only)","ECA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64507852696266","","","","","","","","","","2.74302324095718","","","","","","","","","","","","","",
"Europe & Central Asia (all income levels)","ECS","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.44337230851092","","","","","","","","","","5.44129176614099","","","","","","","","","","","","","",
"Ecuador","ECU","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.094317","","","","","","","","","","7.301979","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.64932","","","","","","","","","","25.60711","","","","","","","","","","","","","",
"Euro area","EMU","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.53724018566163","","","","","","","","","","8.5787613832514","","","","","","","","","","","","","",
"Eritrea","ERI","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.228486","","","","","","","","","","1.231078","","","","","","","","","","","","","",
"Spain","ESP","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.553566","","","","","","","","","","6.608603","","","","","","","","","","","","","",
"Estonia","EST","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.237","","","","","","","","","","7.198966","","","","","","","","","","","","","",
"Ethiopia","ETH","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3948163","","","","","","","","","","0.3947973","","","","","","","","","","","","","",
"European Union","EUU","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.27167309888835","","","","","","","","","","7.35753297275851","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03969809113156","","","","","","","","","","3.75778245976929","","","","","","","","","","","","","",
"Finland","FIN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.337044","","","","","","","","","","4.366244","","","","","","","","","","","","","",
"Fiji","FJI","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.99511","","","","","","","","","","10.99503","","","","","","","","","","","","","",
"France","FRA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.010109","","","","","","","","","","4.037874","","","","","","","","","","","","","",
"Faeroe Islands","FRO","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.03939","","","","","","","","","","11.03825","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.39294","","","","","","","","","","54.85011","","","","","","","","","","","","","",
"Gabon","GAB","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.923736","","","","","","","","","","5.923836","","","","","","","","","","","","","",
"United Kingdom","GBR","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.674301","","","","","","","","","","8.643258","","","","","","","","","","","","","",
"Georgia","GEO","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.306834","","","","","","","","","","3.271782","","","","","","","","","","","","","",
"Ghana","GHA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.322335","","","","","","","","","","2.301107","","","","","","","","","","","","","",
"Guinea","GIN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.880878","","","","","","","","","","3.629523","","","","","","","","","","","","","",
"Gambia, The","GMB","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.05582","","","","","","","","","","33.41145","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.80467","","","","","","","","","","18.79771","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.427399","","","","","","","","","","2.6232","","","","","","","","","","","","","",
"Greece","GRC","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.97527","","","","","","","","","","9.900933","","","","","","","","","","","","","",
"Grenada","GRD","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.74677","","","","","","","","","","21.74678","","","","","","","","","","","","","",
"Greenland","GRL","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1651","","","","","","","","","","52.18566","","","","","","","","","","","","","",
"Guatemala","GTM","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3474334","","","","","","","","","","0.3095247","","","","","","","","","","","","","",
"Guam","GUM","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.57025","","","","","","","","","","26.57009","","","","","","","","","","","","","",
"Guyana","GUY","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.19556","","","","","","","","","","31.30113","","","","","","","","","","","","","",
"High income","HIC","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.27071167922102","","","","","","","","","","7.14336283845193","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8055","","","","","","","","","","26.17461","","","","","","","","","","","","","",
"Honduras","HND","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.158211","","","","","","","","","","2.165212","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.96395513782462","","","","","","","","","","1.9224891999717","","","","","","","","","","","","","",
"Croatia","HRV","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.384269","","","","","","","","","","3.386141","","","","","","","","","","","","","",
"Haiti","HTI","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.365527","","","","","","","","","","5.396142","","","","","","","","","","","","","",
"Hungary","HUN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","",
"Indonesia","IDN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.24608","","","","","","","","","","11.165","","","","","","","","","","","","","",
"Isle of Man","IMN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.17473","","","","","","","","","","27.77264","","","","","","","","","","","","","",
"India","IND","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.884644","","","","","","","","","","3.761993","","","","","","","","","","","","","",
"Not classified","INX","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.875201","","","","","","","","","","6.624217","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.116283","","","","","","","","","","4.978386","","","","","","","","","","","","","",
"Iraq","IRQ","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.486346","","","","","","","","","","6.488134","","","","","","","","","","","","","",
"Iceland","ISL","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.45787","","","","","","","","","","13.08911","","","","","","","","","","","","","",
"Israel","ISR","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.29226","","","","","","","","","","8.257503","","","","","","","","","","","","","",
"Italy","ITA","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.627314","","","","","","","","","","7.540614","","","","","","","","","","","","","",
"Jamaica","JAM","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.921655","","","","","","","","","","5.845192","","","","","","","","","","","","","",
"Jordan","JOR","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.194579","","","","","","","","","","4.187482","","","","","","","","","","","","","",
"Japan","JPN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.33642","","","","","","","","","","16.22966","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.883971","","","","","","","","","","3.880005","","","","","","","","","","","","","",
"Kenya","KEN","Population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.318036","","","","","","","","","","1.351918","","","","","","","","","","","","","",
