,(4) The statistical difference presented on column HX is the difference between the world emissions and the sum of the emissions for each countries and for the bunker fuels.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MtC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CAYMAN ISLANDS,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CYPRUS,CZECH REPUBLIC,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FALKLAND ISLANDS (MALVINAS),FEDERATED STATES OF MICRONESIA,FIJI,FINLAND,FRANCE (INCLUDING MONACO),FRENCH GUIANA,FRENCH POLYNESIA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GIBRALTAR,GREECE,GREENLAND,GRENADA,GUADELOUPE,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KUWAIT,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MARTINIQUE,MAURITANIA,MAURITIUS,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLAND ANTILLES,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REUNION,ROMANIA,RUSSIAN FEDERATION,RWANDA,SAINT HELENA,SAINT LUCIA,SAMOA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST. KITTS-NEVIS,ST. PIERRE & MIQUELON,ST. VINCENT & THE GRENADINES,SUDAN,SURINAME,SWAZILAND,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TURKEY,TURKMENISTAN,TURKS AND CAICOS ISLANDS,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,WESTERN SAHARA,YEMEN,ZAMBIA,ZIMBABWE,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU28,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Micronesia (Federated States of),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands Antilles,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU28,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1959.0,0.105,0.394,1.545,NaN,0.169,NaN,0.008,13.362,0.446017591936,NaN,22.849,7.62,6.34919160285,0.071,0.358,0.502194312796,0.041,9.62994362751,24.107,0.011,0.028,0.037,NaN,0.403910040555,NaN,10.653,NaN,0.089,5.357,0.002,0.0106285714286,0.058,50.356,0.005,0.002,0.027,0.017,3.468,196.823,4.392,0.003,0.051,NaN,0.105,0.149,1.6378408914,4.276,0.227,25.2852295644,5.424,0.737,7.107,0.01,0.003,0.304,0.353,3.47,0.165,0.013,NaN,2.53321846786,0.092,0.027,0.028,NaN,0.054,3.701,71.492,0.006,0.008,0.006,0.005,1.68800504025,206.294,0.361,0.013,2.218,0.064,0.004,0.039,0.338,0.043,0.004,0.151,0.069,0.16,0.738,11.438,0.338,29.95,6.513,1.997,3.361,6.979,1.53,25.694,0.502,52.59,0.179,28.7626855961,0.603,NaN,1.037,1.19556932789,0.021,1.49022348364,0.661,NaN,0.039,0.118,2.43796041203,2.844,0.01,1.05238617836,0.102,0.125526315789,0.869,NaN,0.013,0.106,NaN,0.045,0.009,0.061,15.911,0.367,0.187984199137,NaN,0.92,0.49,0.758,NaN,NaN,0.018,NaN,18.32,0.161,2.817,0.131,0.006,0.973,NaN,3.224,NaN,NaN,2.7088056872,NaN,0.271,0.044,0.083,1.97,1.973,0.259,51.769,2.179,0.05,0.076,3.063,2.30839331066,0.019,13.825,235.524332143,0.0203714285714,NaN,0.003,0.004,0.002,0.506,0.106,4.24034511961,NaN,0.064,0.491,8.18077043561,1.21853357093,0.003,0.024,25.787,14.22,0.561,NaN,0.009,0.003,0.373,0.1,0.001,11.572,4.533,0.608,3.001,0.794758948888,0.907,NaN,0.015,0.002,0.844,0.434,4.694,3.08942864133,NaN,0.113,70.6314265861,0.003,149.154,0.188,770.642,1.198,12.5498452203,NaN,17.783,1.803,NaN,NaN,0.71,1.24689473684,1.70157894737,1888.56053555,471.098464445,1586.32275204,773.336247961,675.388776826,40.378,364.34450197,11.038,1007.89649803,19.312,836.982,25.898,53.806,58.234,36.107,2454.0
1960.0,0.113,0.552,1.68,NaN,0.15,NaN,0.01,13.312,0.46437405389,NaN,24.053,8.405,6.61050123772,0.112,0.157,0.603696682464,0.047,10.0262770839,24.816,0.012,0.044,0.043,NaN,0.441200442423,NaN,12.792,NaN,0.091,6.08,0.012,0.00994285714286,0.064,52.603,0.006,0.003,0.024,0.015,3.679,212.906,4.475,0.003,0.061,NaN,0.134,0.126,1.78905214862,3.736,0.242,26.9678389662,6.495,0.633,8.121,0.011,0.003,0.284,0.481,4.378,0.169,0.006,NaN,2.63747652689,0.096,0.016,0.053,NaN,0.053,4.119,73.962,0.006,0.01,0.036,0.005,1.75747718857,222.166,0.399,0.013,2.565,0.061,0.006,0.043,0.367,0.112,0.005,0.18,0.078,0.168,0.806,12.373,0.331,32.883,5.837,2.254,3.049,10.197,1.764,29.822,0.401,63.48,0.203,29.9464531277,0.662,NaN,2.128,1.24477461323,0.022,1.55155566241,0.695,NaN,0.045,0.189,2.53829799592,3.141,0.014,1.14954618819,0.109,0.119686932849,1.147,NaN,0.033,0.093,NaN,0.046,0.01,0.049,17.212,0.353,0.205339564508,NaN,0.993,0.514,0.741,NaN,NaN,0.022,NaN,20.045,0.235,3.148,0.145,0.008,0.929,NaN,3.573,NaN,NaN,3.25630331754,NaN,0.272,0.049,0.083,2.229,2.273,0.274,54.477,2.243,0.048,0.074,3.423,2.40339838389,0.02,14.576,245.217657071,0.0190571428571,NaN,0.004,0.004,0.003,0.73,0.226,4.63182876125,NaN,0.195,0.38,8.72516103384,1.33103289501,0.003,0.023,26.707,13.343,0.616,NaN,0.01,0.003,0.371,0.118,0.009,13.423,5.324,0.879,3.242,0.82746833675,1.013,NaN,0.018,0.003,0.704,0.471,4.587,3.21657828821,NaN,0.115,73.5383592236,0.003,159.34,0.226,788.3,1.178,13.0663512068,NaN,15.563,2.043,NaN,NaN,0.991,1.18889019964,1.62242286751,1981.17443152,504.696568477,1666.54850942,819.322490578,721.941415229,42.761,399.096978053,9.891,1069.36402195,24.636,858.186,27.509,54.423,65.022,18.107,2569.0
1961.0,0.134,0.622,1.654,NaN,0.124,NaN,0.013,13.957,0.47889371437,NaN,24.704,8.689,6.81719287514,0.149,0.483,0.625123222749,0.053,10.3397703506,25.305,0.01,0.035,0.048,NaN,0.462456433575,NaN,13.418,NaN,0.083,7.083,0.025,0.0130285714286,0.078,52.954,0.006,0.003,0.024,0.014,3.947,150.55,4.968,0.003,0.073,NaN,0.134,0.151,1.87524443898,3.322,0.236,29.2715103025,7.215,0.643,8.654,0.012,0.003,0.281,0.449,4.66,0.159,0.006,NaN,2.71994294243,0.093,0.031,0.042,NaN,0.046,4.074,76.687,0.006,0.016,0.045,0.006,1.812428519,227.872,0.367,0.014,2.679,0.08,0.005,0.048,0.384,0.168,0.008,0.201,0.081,0.201,0.92,13.356,0.298,35.561,7.097,2.378,3.372,9.965,1.928,33.965,0.581,77.207,0.267,30.8827938392,0.655,0.002,2.722,1.2836951873,0.031,1.60006841036,0.723,NaN,0.044,0.326,2.6176633799,3.161,0.019,1.20492859776,0.097,0.101923774955,1.279,NaN,0.032,0.08,NaN,0.047,0.013,0.051,17.809,0.38,0.215232337829,NaN,1.03,0.718,0.707,NaN,NaN,0.022,NaN,20.695,0.242,3.209,0.153,0.015,1.122,NaN,3.641,NaN,NaN,3.37187677725,NaN,0.301,0.055,0.099,2.357,2.379,0.284,56.568,2.479,0.044,0.077,3.944,2.47854583935,0.023,15.21,252.884918182,0.0249714285714,NaN,0.005,0.005,0.003,0.974,0.222,4.85497928808,NaN,0.079,0.571,9.4704896975,1.39515890377,0.004,0.024,27.874,14.638,0.637,NaN,0.013,0.003,0.378,0.117,0.001,13.322,5.56,0.836,3.421,0.853340926329,1.131,NaN,0.025,0.003,1.255,0.482,4.735,3.31715157447,NaN,0.111,75.8376952852,0.003,160.605,0.192,785.521,1.124,13.4748989748,NaN,14.161,2.178,NaN,NaN,0.727,1.01244283122,1.38163339383,2029.18069154,455.804308458,1704.43510185,780.549898154,747.680078075,44.245,358.610395611,10.468,1106.12460439,25.785,856.377,28.231,55.13,71.845,23.17,2580.0
1962.0,0.188,0.672,1.546,NaN,0.322,NaN,0.028,14.643,0.502620993093,NaN,25.883,9.246,7.15495766638,0.198,0.434,0.686900473934,0.071,10.8520648445,26.757,0.019,0.037,0.043,NaN,0.474563106796,NaN,14.643,0.001,0.101,8.382,0.023,0.012,0.084,56.5,0.005,0.003,0.02,0.023,4.561,120.087,5.302,0.003,0.065,NaN,0.15,0.16,1.92433656958,3.864,0.247,31.2057177873,8.378,0.593,10.07,0.013,0.003,0.339,0.427,5.071,0.177,0.006,NaN,2.85470529652,0.108,0.032,0.013,NaN,0.063,4.584,81.458,0.006,0.013,0.024,0.007,1.90222714309,241.062,0.391,0.015,2.772,0.072,0.007,0.051,0.377,0.18,0.011,0.185,0.083,0.191,1.005,13.788,0.327,39.124,6.271,2.463,3.578,10.216,2.166,39.939,0.578,79.962,0.286,32.412913436,0.716,0.003,3.897,1.34729717787,0.036,1.67934543575,0.771,NaN,0.069,0.286,2.74735818849,3.15,0.026,1.23647249191,0.108,0.0984528130672,1.304,NaN,0.038,0.09,NaN,0.047,0.017,0.069,17.401,0.538,0.220866917417,0.001,0.84,0.542,0.786,NaN,NaN,0.024,NaN,22.732,0.154,3.057,0.18,0.018,1.14,NaN,3.839,NaN,NaN,3.70509952607,NaN,0.325,0.054,0.107,2.719,2.822,0.3,59.126,2.537,0.052,0.079,4.712,2.60134792715,0.025,17.42,265.414360015,0.023,NaN,0.005,0.005,0.003,1.706,0.222,4.9820780664,NaN,0.089,0.703,10.0962822127,1.4316828479,0.004,0.029,28.843,16.377,0.699,NaN,0.009,0.003,0.405,0.135,NaN,13.997,6.586,0.874,3.868,0.895620575022,1.373,NaN,0.024,0.003,1.974,0.49,5.899,3.48150324084,NaN,0.117,79.5951514383,0.005,161.811,0.209,814.619,1.094,14.1425266219,0.011,14.755,2.549,NaN,NaN,1.06,0.9779646098,1.33458257713,2126.50793979,446.666060208,1784.08438814,789.089611856,791.062428338,45.432,341.038666854,12.263,1167.91033315,29.829,888.601,29.196,58.89,74.403,38.423,2686.0
1963.0,0.193,0.568,1.48,NaN,0.314,NaN,0.023,13.658,0.539028289432,NaN,27.551,10.088,7.6732262378,0.193,0.326,0.789654028436,0.052,11.6381329677,28.847,0.017,0.033,0.041,NaN,0.527934128057,NaN,15.167,0.001,0.097,9.384,0.024,0.013,0.106,57.57,0.004,0.003,0.02,0.025,4.733,119.088,5.797,0.003,0.064,NaN,0.164,0.17,2.1407541682,3.556,0.269,32.8165499582,8.962,0.626,11.101,0.018,0.004,0.341,0.49,5.878,0.307,0.007,NaN,3.06148556061,0.115,0.034,0.013,NaN,0.066,5.279,91.088,0.007,0.018,0.02,0.008,2.04001475693,258.076,0.47,0.015,3.343,0.09,0.004,0.056,0.415,0.19,0.013,0.168,0.068,0.194,1.159,15.348,0.356,42.019,6.213,2.562,3.671,11.274,2.239,44.936,0.654,88.689,0.333,34.7607392549,0.779,0.005,4.643,1.44488850072,0.04,1.80098863763,0.819,NaN,0.097,0.399,2.94636277663,3.122,0.029,1.37553049855,0.126,0.0946551724138,1.591,NaN,0.048,0.112,NaN,0.057,0.024,0.057,18.097,0.437,0.245706380865,0.001,1.08,0.453,0.719,NaN,NaN,0.027,NaN,24.878,0.169,3.335,0.23,0.024,1.459,NaN,4.086,NaN,NaN,4.25934597156,NaN,0.323,0.07,0.112,2.791,3.132,0.331,63.054,2.734,1.674,0.082,5.755,2.78977627807,0.031,18.961,284.639619984,0.023,NaN,0.006,0.006,0.002,1.894,0.235,5.54237993268,0.002,0.101,0.927,10.6174500418,1.59269489165,0.004,0.028,29.95,16.041,0.691,NaN,0.01,0.004,0.458,0.145,NaN,15.1,7.936,0.985,4.126,0.960494752844,1.519,NaN,0.029,0.003,0.357,0.531,6.182,3.73368554508,NaN,0.118,85.3606174762,0.006,164.664,0.219,850.622,1.178,15.1669389819,0.009,15.327,2.487,NaN,NaN,0.796,0.94024137931,1.28310344828,2254.83652349,464.848476506,1886.60918045,833.075819548,845.072286035,48.168,359.56101632,10.549,1250.18698368,33.733,926.389,31.166,59.917,77.821,35.494,2833.0
1964.0,0.229,0.55,1.541,NaN,0.334,NaN,0.025,15.197,0.573257401602,NaN,29.719,10.62,8.16048771692,0.296,0.436,0.811862559242,0.049,12.3771720248,28.269,0.023,0.039,0.055,NaN,0.598125107533,NaN,15.472,0.002,0.093,11.689,0.03,0.013,0.093,64.849,0.008,0.003,0.02,0.027,4.779,119.15,5.92,0.003,0.073,NaN,0.184,0.208,2.42537610094,3.898,0.273,34.1508509027,9.724,0.539,11.778,0.023,0.004,0.477,0.585,6.96,0.336,0.007,NaN,3.25589452711,0.111,0.033,0.003,NaN,0.116,6.232,94.165,0.008,0.018,0.052,0.008,2.16955878145,264.475,0.45,0.015,3.606,0.086,0.006,0.059,0.483,0.191,0.016,0.177,0.082,0.197,1.152,17.017,0.357,41.082,6.107,2.475,3.881,12.97,2.495,47.984,1.109,97.987,0.339,36.9680988061,0.771,0.005,6.909,1.53664110728,0.047,1.91535414182,0.89,NaN,0.132,0.181,3.1334612721,3.356,0.035,1.55841284667,0.132,0.09,2.02,NaN,0.048,0.136,NaN,0.064,0.032,0.084,20.256,0.558,0.278374038855,0.002,1.206,0.584,0.78,NaN,0.008,0.041,NaN,26.416,0.3,3.574,0.259,0.026,1.984,NaN,4.415,NaN,0.003,4.37913744076,NaN,0.339,0.073,0.118,3.345,3.501,0.404,66.298,3.006,1.711,0.092,6.059,2.9669312939,0.034,19.666,302.714666639,0.01,NaN,0.006,0.007,0.003,1.922,0.252,6.27926178106,0.002,0.083,1.01,11.0491490973,1.80445012494,0.005,0.037,32.631,17.565,0.62,NaN,0.013,0.005,0.507,0.165,0.003,16.48,7.681,1.191,4.617,1.02148762331,2.04,NaN,0.036,0.003,1.035,0.752,7.182,3.97078022793,NaN,0.134,90.7811458747,0.005,165.9,0.282,887.918,1.243,16.1300625616,0.017,15.436,3.218,NaN,NaN,0.991,0.894,1.22,2366.13334868,491.724651319,1974.57934465,883.278655348,876.546536167,52.895,376.082374226,12.448,1307.15162577,39.519,973.122,33.772,62.852,85.181,51.961,2995.0
