"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Antigua and Barbuda","ATG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","687873103.472979","725226726.188531","748056511.926844","807139275.626671","876481549.225138","857392142.649657","931891006.721566","994145049.645876","1049223080.66915","1108069684.77745","1191041809.54567","1180317898.21317","1233150816.38677","1340609856.43272","1445023254.85786","1582566434.55582","1852049690.3546","2070338428.96759","2112040030.3224","1872241412.1302","1758912528.71685","1757482386.50161","1847438012.48989","1887570888.30465",
"Australia","AUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","297234647339.537","307738000980.062","319562719915.994","339654816445.355","358571807504.095","380344704005.778","404255621525.023","424181925592.475","454625443930.959","478472570260.997","504480009353.165","532796721754.771","564058154084.573","592783601444.782","630535793778.878","664606298068.465","709618685335.482","762194611817.323","797088600743.398","872602082849.94","860697486463.087","930921804856.864","972938820916.541","1007352589242.69",
"Austria","AUT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148355857442.227","158566054813.556","165577356738.073","170410790566.947","178219088640.986","186790766905.297","193992442808.836","199373473875.968","209182726629.076","217281536106.108","231844594284.55","233715057043.599","246208618963.279","254405358367.897","268292754272.528","276672160743.033","302759105335.576","315617157396.974","331667258770.778","328449347526.417","338917649465.569","360521910252.535","364629310566.631","374266081280.571",
"Azerbaijan","AZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39477646551.8224","40505190697.0655","32065954228.3564","25245545265.4789","20703724745.9452","18641601687.2673","19228830743.3409","20692182260.1966","23008306407.465","25063823054.555","28478624646.2816","32015085699.3205","35952792168.0016","40778449986.9698","46169703187.8164","60230292383.6689","83500086234.9637","107187100204.532","121053187756.773","133464494308.009","141637283888.746","144514131462.76","150275544993.277","161393782604.655",
"Burundi","BDI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3814669502.79581","4138503335.40021","4275630831.51762","4104233358.27005","4031065421.80754","3789233002.36861","3549762895.80383","3553090979.864","3762235974.59165","3777424025.55941","3830152153.21381","3998450400.5268","4240416480.96382","4272228250.55358","4601505661.52547","4791835954.31144","5205099047.00002","5598954505.75449","5996492298.86303","6252231109.68415","6567481002.28362","6977151645.62124","7384472228.34702","7831427641.30563",
"Belgium","BEL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186454798809.09","196188071922.934","203733437325.383","206575578535.462","217781180791.696","227625968715.434","231822830040.089","242831534025.629","248779569778.836","259291443431.538","283781339063.549","293622555790.823","310462809934.262","314411264846.802","324757325936.358","337299884075.598","361457741798.424","378348987073.183","396534888505.826","398437114689.802","416588963580.657","440136700004.856","442506900227.626","451591111882.321",
"Benin","BEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4405602739.31148","4744503230.01638","4996226872.23478","5413654328.74272","5640605549.37149","6106366886.07739","6486770220.08277","6976116980.95004","7331113203.76194","7832990454.67685","8400439219.03519","9129823893.22014","9679959772.68329","10256738485.5609","10866667013.0259","11536546059.6378","12337370196.8362","13250712733.1752","14187531002.3406","14677954873.4689","15234864006.3037","16082525465.2058","17247329077.4147","18488949382.9904",
"Burkina Faso","BFA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4765993335.03088","5371169529.44286","5506439380.53721","5832616165.67036","6035112383.43457","6513190397.34322","7362658247.3893","7961674740.09728","8636167745.19114","9408071969.42067","9799560527.24828","10684204187.1681","11406400474.3202","12542113476.6024","13463011902.9056","15098375849.6435","16615760854.1968","17671824114.4527","19062029227.3786","19778370582.7475","21607133102.7134","22959022300.744","25588392081.4688","27671868816.979",
"Bangladesh","BGD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74257175037.3595","79289257397.1244","85183995350.2653","91200565831.6406","96946609899.4583","103843178966.311","110626982571.989","118581825848.104","126134295895.466","134165128037.592","145370314373.152","156543441525.591","165967215554.405","178181433419.784","194544948399.774","212742466554.421","233819414131.714","255453113966.2","276565911200.381","294694897630.624","316364626647.835","344216605114.968","372067078473.12","400476885011.821",
"Bulgaria","BGR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47066145372.6563","44524514450.6706","42228027415.0696","42593026285.474","44290572259.6148","46507689631.7171","38816049626.1953","40389945140.5339","45159686568.3854","46510902221.3815","50919257021.98","54266195444.4265","59639704529.8689","64265223874.6584","68987059021.4809","75923756426.7254","85364919734.3973","94475370744.0496","106083374472.441","104255715247.994","106552875626.112","114059434549.438","115637046244.292","115809883700.309",
"Bahrain","BHR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11371498670.7967","13069224532.0969","14261527594.2889","16480062230.1703","16788810684.7825","17812586270.4627","18883376696.7326","19800519373.2927","20974040599.8427","22188339291.3802","23895206013.5165","25051551060.0346","26355818394.8454","28501899155.8402","31327447286.5949","34520791941.1092","37883109655.7917","42113890322.5831","45614335467.4258","47135531375.8959","49774993057.6319","51818348862.7613","54516673845.7863","58380404345.4535",
"Bahamas, The","BHS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4003095744.70934","3963275283.34183","3898578907.75894","4003642670.14903","4217626948.41379","4494138094.32316","4769495018.82294","4951140456.97384","5240900667.92607","5695510975.76645","6066615378.88492","6368545419.02882","6641300011.0789","6688344825.41192","6932357001.79333","7397628224.5418","7816952658.80091","8140480113.89148","8106627677.5732","7827945316.2867","8000975332.38842","8293482499.91483","8593083606.63993","",
"Bosnia and Herzegovina","BIH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3686096166.85063","4545689359.28706","8746302068.32218","11955226375.9571","13970157286.0916","15529956241.6401","16756384927.5969","17894468016.7178","19132423766.9923","20295354115.9695","22123650617.9504","23974905571.5028","27147507576.9779","29827019568.3894","32788696499.0215","32488155092.6465","33497606408.7355","35446587436.827","35301269179.6009","36885353722.6708",
"Belarus","BLR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53304193195.7592","54416235878.9623","50314070514.1391","47596571707.7305","42922455655.0481","39260761982.7922","41097182220.2987","46565576874.2554","51024639128.4515","53512946282.8493","57903146892.9738","62028570123.8939","66159328581.6283","72234296171.8833","82711765436.6012","93423853277.5291","105923465310.333","118137168045.439","132788451519.456","134029332065.974","146152217558.85","157283909016.623","162804489463.443","166747960640.884",
"Belize","BLZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","625015978.966236","713595270.881911","817713455.274892","889719077.17567","910094440.698141","935061906.534737","965742908.898779","1017089525.992","1066584077.95811","1176803638.16785","1360470259.38889","1461440361.11595","1559851755.25479","1739454110.65075","1870204336.03708","1987541357.33069","2144874598.81083","2228110312.93753","2359806828.09082","2384958073.49126","2506783335.75947","2590012325.99671","2741166082.8145","2801824772.34547",
"Bermuda","BMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1558372347.12247","1553295041.95913","1587767725.3928","1674459178.25639","1720358904.16206","1833505290.27304","1915542315.73656","2037939023.782","2140387496.05352","2244390605.3619","2509252709.43725","2752124245.22036","2753119157.01898","2903914430.32303","3052772887.39421","3203436394.32652","3484967812.65291","3679265154.22179","3808452355.33766","3634971131.76464","3601929480.58813","3550019929.12843","3436226452.40735","",
"Bolivia","BOL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16458860729.5085","17901945184.9041","18611662939.9327","19868078371.4578","21238064250.9854","22695389966.1256","24117789741.3206","25745724302.5295","27333892579.4423","27842604553.381","29189352104.7583","30360868007.0249","31593643657.7899","33098736266.8121","35425222771.4739","38177989495.4089","41239330769.4444","44266049879.2961","47905644106.4918","49894937075.3095","52582849212.6289","56389564652.0397","60345413823.7882","65409789247.0016",
"Brazil","BRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","969024853146.696","1016395578251.22","1034719798277.76","1108763983687.69","1192771779011.13","1271434587818.4","1322490618088.01","1390514801093.47","1406097668959.77","1429823722670.46","1525275756422.56","1580737060969.19","1647656565450.65","1699855185750.83","1846243006497.92","1965602315978.19","2106165240566.22","2293847783591.02","2459549892849.79","2470345125010.36","2688606938157.23","2816318277968.03","2895122461208.17","3012197279923.74",
"Barbados","BRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2187959996.13771","2194900675.02343","2133182097.73629","2205533962.41073","2342017284.30689","2426498748.30997","2516130417.39791","2722832988.44443","2865556537.87818","2981835207.96363","3119729278.85371","3109824605.35","3178850506.7819","3306350457.22054","3445672572.23482","3698321590.40694","4029546054.40436","4205604077.17817","4302473071.29963","4156109569.56248","4217080127.88893","4332514857.30345","4408669264.19176","",
"Brunei Darussalam","BRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12827280551.2136","13670893972.8914","14648024065.6383","15042292507.938","15845723181.9341","16900751195.776","17704761137.0366","17742758472.3885","17835054582.0913","18641888561.0187","19608726950.1243","20608387335.3947","21735304923.8386","22813457328.1588","23557033600.1101","24406813639.9382","26263449643.6481","27002126296.6335","26995612140.0257","26723379830.1254","27749796577.0379","29265239939.3047","30059270234.4638","29979803423.9055",
"Bhutan","BTN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813395536.057529","837022162.554082","895498516.626168","935020728.745458","1002208511.38006","1095490823.16715","1177577810.52322","1262089534.10287","1351230171.28675","1479949906.43503","1618514151.44818","1791417753.54623","2014079151.53426","2211778817.68042","2406399329.54927","2660476670.74422","2930090754.52733","3547034152.92967","3788763997.5299","4072093409.82924","4604858474.15485","5096952795.79657","5425659013.00621","5782202543.35875",
"Botswana","BWA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7221407040.59277","8018139743.14143","8440216026.09218","8806647982.86428","9320422207.06717","10183778156.3034","10974307194.8169","12058002403.4807","12276804767.1426","13655910075.3513","14243806498.4297","14606659224.8115","15731291327.7288","16787918857.4631","17714818087.6376","19116093842.1045","21272072870.1023","23732537178.416","25140152659.1104","23347240538.0645","25660633034.4106","27782311865.7722","29471341106.4765","31681894531.4928",
"Sub-Saharan Africa (IFC classification)","CAA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1471104582.49198","1511638399.53732","1446786610.61882","1486181374.13573","1592192167.48301","1742434381.18515","1703287133.87026","1824248503.55042","1930706803.56294","2028777766.83352","2023222840.53128","2161979585.91711","2274590838.89723","2194822192.13491","2390173693.23872","2489236990.92496","2760765702.45814","3064236090.62179","3245687749.68879","3561992165.33972","3844322920.24238","4049174939.83364","4288883596.23433","2786447825.47912",
"Canada","CAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","552217046079.058","559117244722.863","577733461740.217","606203605056.405","649211784819.846","680766509501.832","705808319119.924","747951380969.595","789093709183.009","841313895583.678","892366004367.764","932845564652.017","960640868373.505","1014630143448.9","1076117535764.17","1162375425148.75","1233199991214.02","1291966985495.28","1333431051771.95","1302942614484.55","1359270243835.12","1419473986779.87","1457049528500.51","1519100913928.24",
"East Asia and the Pacific (IFC classification)","CEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777644196214.675","722688619352.143","709655560010.776","734662137366.499","777325720960.549","838097073710.632","886888467181.314","933403785733.884","974514294236.577","1007037985825.69","1070794139464.99","1148691019583.18","1224492586019.32","1294570285445.42","1402838013880.73","1496892403501.04","1664676286897.78","1839170734753.78","2000543960492.32","2005984888909.72","2089001339929.41","2224236798022.17","2264511192513.73","2341866714747.31",
"Europe and Central Asia (IFC classification)","CEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170059420647.523","174106589443.308","177999082263.156","182005505898.159","188240245966.547","193090989005.869","198763182057.818","208478001998.07","215265051545.649","219486731856.429","233830119041.245","241160103093.541","252261908192.762","253736280919.487","265192470317.127","274902468421.701","306630572167.83","337526045246.92","366672503560.784","366414315722.076","379446541969.648","405921244495.419","416992822794.604","434018235812.804",
"Channel Islands","CHI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57976605218.5389","65328535611.4565","75775266437.4851","83831455711.2727","91411494130.5176","104271980128.767","115192444042.689","125632241484.952","131874338154.831","132528736842.765","149412327239.186","157440707739.491","163793421652.415","175154774761.376","190837490207.172","208688903210.955","250981514214.489","273934261198.637","271086380464.967","269591945243.509","312743840459.674","348841796055.683","367539729491.715","386070725071.207",
"China","CHN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1142667242172.55","1226000245495.14","1369058308361.35","1601242360167.89","1863691994574.19","2151437393910.07","2430067174385.93","2719019758116.26","3004044848977.09","3285624132223.95","3616328235839.92","4006226864546.68","4437227850834.87","4979639531126.25","5632108135978.46","6470176363908.74","7514485770568.73","8806385897222.22","9843457723714.32","10833198177980.8","12109773059238","13495911828550.9","14782696638977","16157703598062",
"Cote d'Ivoire","CIV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24270524111.5346","25088057273.4947","25597417079.1512","26156138851.9294","26929645223.7555","29450362175.289","32306119530.3479","34738081799.5928","36783732826.9915","37900937726.253","37327848254.243","38174970324.6848","38206981892.35","38364371659.4787","40123095000.3067","41930097341.8638","43514687952.1804","45435335761.5154","47348234070.4481","49453455504.1146","51234533222.6069","49774533348.9401","55453958119.9613","61190577808.4348",
"Latin America and the Caribbean (IFC classification)","CLA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20688601427.5509","20562577851.8317","20379515207.9118","20196841860.6904","20111120175.7767","21208146780.3785","22675258405.0814","24239446782.2972","25737123120.1858","27251670766.8383","29041461877.6046","31047885967.3405","32788833783.708","34792210155.3953","37069208503.4744","39136822138.6088","41639749975.3208","43958795290.0991","46443142279.0302","47675059589.8645","49865427933.962","52930450736.442","56333193984.3135","60331384339.9113",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8125871541.84957","8597267494.70256","9022998779.93509","9147227008.18031","8828791710.38999","9372155289.03644","9952778886.82374","10059816737.4131","10549010867.5424","10423376914.3412","11467833842.0652","12176643637.9405","12930247207.3217","13295902043.692","14135294593.4525","15720131301.2005","17213831021.3569","17391076381.6335","18718815363.487","20271737700.5142","22312708510.9969","23529134761.2841","24850228819.6182","26094460377.5036",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167236934716.853","176734502114.554","189862110389.696","198978797493.074","215073860511.601","230982771142.636","240036739359.919","252518515318.046","256712145912.816","249431963494.556","266374962723.567","277049855131.711","288351016242.755","305637546621.944","330762315511.728","357437993258.586","393101487555.836","431380308960.82","455406349955.403","466490696320.536","490889777207.71","533512971123.156","564820043398.654","597781351142.124",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","482759685.269894","471902756.755472","523839856.895003","552427189.031992","534416836.608094","565260323.03182","568149358.677952","601160299.602895","615475930.45063","636277318.027655","659961330.584651","697556768.6979","737665069.68188","771025654.061179","790260599.983971","850106635.103877","887124218.0467","915138736.958262","942112031.346573","966548878.853902","998314775.199085","1040592043.10529","1090136653.94246","1145576466.5516",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","366923886.732651","384451783.67856","436227817.70149","485501252.088079","590951100.718685","689014012.616187","781204844.892552","882914723.381311","1004208004.31384","1132857523.44141","1324102679.49869","1384665968.49207","1479767992.03176","1572373408.14573","1780207073.40131","1964308298.36793","2186340131.23524","2584848314.73731","2810606875.0163","2796258828.23149","2871621858.3708","3044224922.25246","3135739235.30248","3199115159.14698",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14622857796.0394","15497830962.9796","17301956199.47","19026944589.6738","20351043793.1864","21590151930.4351","22179375544.5057","23817230664.3336","26097421175.5296","28646550776.0844","29825056171.9437","30836777317.7328","32219322958.6934","34967916136.1206","37456739200.8485","40933687723.9134","45896351330.7724","50853073008.4463","53262727567.8439","53127519441.0354","56434579832.9701","60138221906.1553","64330992762.7527","67588946381.0616",
"South Asia (IFC classification)","CSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33710295778.1625","35690403415.2228","36611860736.5557","38580941934.4099","40527194237.0804","42551218966.7862","44418862611.7168","46141728830.3443","47892930525.0613","50128498168.7373","52816346423.1884","55240194357.7942","58901417614.4904","64964575846.2221","70630925393.5482","76202384346.4533","86963307905.538","92060268671.1479","95431496672.8022","92798266117.2192","94105754563.6535","96561093768.6039","99813608351.0415","103250897596.54",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92922298045.3363","85746636274.2965","77545601252.4538","67579085967.1347","69512511128.6626","72706228836.3886","79837452627.8598","83464958032.0387","84501732382.2114","91014908606.0128","98589620385.6039","104057663392.796","107166066383.039","113451910643.858","123288537616.719","141496270736.946","163443547921.787","179965642387.07","191034845669.319","195294838297.637","202379400842.044","211946863089.199","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7130372622.70048","7422021280.93359","8304854799.34757","8562010604.57077","9260190181.56999","10030011800.6996","10448832543.8184","10914601522.8029","11666253057.6873","12349393764.5752","13507021573.2567","14697297360.1957","15183803671.4224","15762912046.6386","17160717464.8155","18496337794.3086","20356435480.0711","22313866353.9561","25232177542.7776","25438984053.0028","25790214061.4165","26570715792.1603","26340764093.3868","",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127442961044.044","116387109124.847","118438236301.895","121331884286.627","127519849314.641","138278923686.482","147292432967.03","148262793716.661","148442745712.407","151997889304.501","159884974085.094","172318193210.425","179310812394.498","191582117762.715","204875341273.232","217658883480.874","239090859069.217","262431837295.269","269837731198.052","271469197707.562","271708036520.984","283887909104.773","283596013828.426","287701865619.585",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1472120028798.26","1598785689659.56","1666508840002.92","1689070832390.27","1767665990380.19","1834801567818.44","1887138934387.05","1931298774868.01","1983702392287.69","2051700051258.65","2119986952145.56","2201804706572.25","2263786293163.43","2341161461375.33","2447878649487.92","2565997353296.7","2765956607509.22","2921240701892.93","3047862853179.55","2945255745462.11","3132913297934.15","3352099060053.9","3366615402295.77","3493478821242.77",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1165348939.71838","1152602790.96257","1178675229.14588","1126829412.84877","1140030141.06162","1123214309.42804","1096658093.56785","1107101849.26195","1120223372.3621","1160979860.44419","1192301707.16624","1244593777.3975","1296810087.57694","1365052041.26635","1456136529.57927","1550474626.76336","1674846668.06927","1806980217.75145","1949130756.50323","2062329818.97365","2180182270.55152","2342710799.37195","2455261451.69108","2617056604.56808",
