Oil: Consumption *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Million tonnes,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.67671220291,7.26028065491,7.96715647574,7.66076297958,7.85946343967,7.51243253831,8.26294566953,4.34272899729,3.79042276423,3.51824932249,3.1727100271,3.29548509485,3.263,3.756,3.085,2.372,2.74,2.53,2.42,2.5966,2.7771,2.8063,2.7885,3.0604,2.6298,2.6953,2.6073,2.685,2.7154,0.0140929054469,0.00064882915467
Netherlands,25.286,27.384,27.999,30.111,32.899,36.51,35.988,40.06,41.29,35.387,34.828,39.18,37.596,38.3645204462,41.5096238273,38.7927661351,36.2204768458,31.505507845,29.7369993952,29.3523577275,29.5901302915,32.8002931268,33.0042707591,35.096366288,34.6178506192,36.2108817267,35.7254925787,37.3180785655,37.0603775931,37.2480537513,38.675817872,38.3184929948,40.2875569453,40.5245864542,41.4581066693,42.6683687977,44.8478231514,44.6584075617,45.0578647679,47.072391209,50.0578749108,50.7696372039,50.6568163606,47.2867071787,45.9190000001,45.875,46.077,43.705,41.437925,-0.0492746010423,0.00990135315806
Norway,5.105,5.761,5.956,6.63,7.291,8.198,8.092,8.476,8.609,7.841,8.1,8.957,8.82,9.85,9.786,9.391,8.727,8.374,8.272,8.565,8.992,9.698,9.586,8.976,9.113,9.334,8.566,8.896,9.341,9.597,9.381,10.166,10.278,10.2830477745,10.1982836795,9.37,10.223,9.806,10.36,10.0091806523,10.1550999763,10.4530743952,10.6731659649,10.3734040458,10.6408373252,10.755,10.6216292901,10.5354298517,10.6080142945,0.00964815821499,0.00253472384065
Poland,5.409,5.62,6.089,7.62,8.387,8.864,9.423,10.578,11.742,12.39,13.491,14.902,15.941,17.058,17.39,17.126,16.052,15.165,15.663,16.076,16.351,16.879,17.08,17.504,17.345,15.843,14.93,13.597,14.039,14.808,14.935,17.4704665992,18.1856554048,20.8063491021,21.7621975175,19.9614850249,19.4844355334,19.8572991977,20.2081292404,21.5537211478,22.3905649901,23.336,24.173,25.286,25.258,26.706,26.617,25.691,24.023,-0.0623636133969,0.00574015732855
Portugal,2.744,2.902,3.204,3.442,3.85,4.61,5.437,5.85,6.255,6.576,6.823,7.134,7.136,7.401,8.091,8.462,8.848,9.466,9.473,9.498,8.766,9.473,8.909,8.72,11.311,11.055,11.487,12.811,12.01,12.018,12.984,12.198,13.91,15.491,15.886,15.523,15.756,16.221,15.164,15.423,15.98,14.385,14.4171524467,13.5584064882,12.7942711081,12.5090158036,11.5861523245,10.8976449964,10.7808790708,-0.00800441484898,0.00257602892816
Romania,7.147,7.447,8.429,8.866,9.895,10.714,10.876,11.619,13.066,12.054,13.657,15.234,16.501,18.41,19.598,18.571,16.662,16.38,14.644,14.011,15.031,16.159,17.77,16.649,17.192,18.693,15.566,12.66,12.121,11.246,13.494,12.978,13.659,11.968,9.476,9.979,10.604,10.645,9.425,10.854,10.509,10.311,10.338,10.384,9.186,8.753,9.117,9.205,9.02601327619,-0.0167580582202,0.00215671374463
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,247.358100116,250.384091282,252.496771467,250.562296543,255.28983999,251.733823624,245.347433366,236.439,196.61,174.40033333,152.201666671,130.080000001,129.107000001,123.701,126.212,122.924421471,126.634607113,122.31635,127.252072105,126.212626941,126.100468,130.27392,130.016487962,133.938486242,128.22876193,134.292424593,143.511730102,148.902130729,153.072771621,0.0308257397264,0.0365758575499
Slovakia,2.298,2.539,2.825,3.116,3.345,4.014,4.418,4.839,5.444,5.587,6.164,6.516,6.813,7.048,7.163,6.668,6.571,5.994,5.867,6.219,6.18,5.967,5.868,5.727,5.668,4.966,4.353,3.92,3.244,3.348,3.241,3.399,3.393,3.785,3.431,3.41,3.188,3.539,3.332,3.184,3.827,3.429,3.633,3.938,3.731,3.917,3.89,3.595,3.54,-0.0126012153924,0.00084586261073
Spain,14.209,16.801,20.34,21.606,24.6,28.066,30.898,32.54,39.138,41.081,42.652,48.346,45.508,46.394,49.146,52.153,50.358,47.76,47.775,44.779,42.88,42.723,44.727,45.778,48.104,46.414,46.916,52.335,50.469,52.562,57.47,58.966,62.328,66.903,67.894,69.911,73.025,73.687,76.158,78.496,79.344,79.314,80.326,77.939,73.54683783,69.559,68.538,64.17161407,59.31034797,-0.0732219666243,0.0141718657687
Sweden,18.949,21.483,21.023,23.758,26.804,29.26,27.465,28.312,29.215,26.332,26.225,29.039,28.049,26.6014247191,27.8727752809,24.7804858427,22.384461236,21.0000421348,18.5745191011,17.7838975281,19.1528174157,19.7187179775,18.070141573,17.3092177528,17.3462674157,17.4158067416,16.4191,17.3967173034,16.9576337079,17.9626702247,17.0816494382,18.4453817978,17.0688016854,17.179591573,17.1042617978,15.899,16.004,16.477,17.721,17.517,17.161,17.247,16.869,16.671,15.469,16.1736500796,14.8082709076,14.631,14.2951824718,-0.0202756226063,0.00341575150378
Switzerland,8.037,8.551,9.263,10.28,11.167,12.523,13.281,13.612,14.65,13.031,12.511,12.993,13.056,13.421,12.875,12.846,11.865,11.209,12.262,11.824,12.021,13.178,12.396,12.43,11.923,12.757,12.973,13.141,12.312,12.732,11.797,12.215,12.836,13.003,12.602,12.209,13.079,12.396,12.062,12.016,12.239309152,12.5512737455,11.310123552,12.0618406261,12.255291,11.381229,11.0382597652,11.246060085,11.778841,0.0502444170415,0.00281448615715
Turkey,5.021,4.548,5.595,6.37,7.061,7.719,8.952,10.017,12.43,12.497,13.443,15.392,16.625,15.31,14.718,14.83,15.417,16.488,16.249,16.982,16.766,18.302,20.963,22.262,20.763,22.042,22.033,23.284,26.82,25.735,28.339,29.674,30.013,29.697,29.285,30.958,29.897,30.722,30.827,30.996103,31.065,32.779,33.553,32.075,32.501,31.786,31.085,31.4291692,33.1176619916,0.0566106624901,0.00791327469051
Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.86120492978,3.53816441963,3.5336854179,3.53036488715,3.52587165195,4.60634750019,5.15559748668,5.953,3.085,3.09,2.845,3.296,3.258,3.42,3.697,4.001,3.804,4.346,4.958,5.082,5.117,4.979,5.211,5.411,5.162,5.727,5.958,6.139334,6.296283,0.0283742658794,0.00150446046609
Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,64.327697461,64.5330744542,67.076905313,61.5792225882,58.8367133928,63.7967557888,58.1219081735,42.8728563686,24.9594444444,19.9305365854,19.0157533875,14.3163441734,13.9018672087,14.3813306233,12.7983658537,12.0633604336,13.4534525745,13.2585203252,13.6455745257,14.3495853659,13.6677940379,14.2383170732,14.7239,14.2711,13.507,12.6292,13.1065,12.53,12.1578376627,-0.0270433519036,0.00290504517034
United Kingdom,74.223,79.472,85.254,90.388,97.321,103.57,104.272,110.537,113.227,105.258,92.043,91.36,92.024,94.032,94.545,80.801,74.66,75.56,72.433,89.612,77.429,77.384,75.16,79.972,81.732,82.884,82.51,83.564,84.002,82.922,81.903,83.926,81.328,80.653,79.377,78.57,78.441,78.039,79.031,81.699,83.0099446058,82.3170143769,79.241214328,77.9446396328,74.4051765217,73.5023072871,71.1016475892,70.9668125345,69.7677234221,-0.0142030427232,0.0166705958545
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.6085129285,11.9034256825,11.2889943872,13.9231770078,13.3062844285,10.1,10.674,8.675,9.221,7.915,6.67,6.539,7.074,6.983,7.018,7.09,6.795,6.628,7.252,7.446,5.122,5.123,4.642,4.544,4.311,3.708,3.49,3.2793572649,3.3378915435,0.0206379424781,0.00079756992636
Other Europe & Eurasia,173.998133497,186.858578363,204.175517081,218.219035409,232.181150511,256.170793325,272.561234824,295.133151036,317.562161716,348.813393873,363.877242113,374.657812076,389.502028412,413.755627746,421.950604263,439.7094391,442.163893721,439.591085274,434.595119851,433.632206046,47.718544348,47.3184011567,46.7595415198,48.4673477493,46.650323729,48.4360800619,37.9480734899,31.1525338753,27.2105203252,23.6237154472,23.1229430894,24.9231626016,25.5820731707,25.1469701897,23.8272113821,23.5110743144,25.4550675854,26.4311703902,28.1598937046,29.651774,30.704968,31.3932300623,32.4131272249,32.993091706,32.3666591712,32.575983115,32.5461629211,32.0174971592,32.4525986381,0.0163664482534,0.00775436125696
