Renewables: Consumption - Wind *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00113137529981,0.00452550119926,0.0106349278183,0.0276055573155,0.0536271892112,0.155263157895,0.194736842105,0.276315789474,0.291654135338,0.0584020130336,0.00205170293339
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045255011993,0.00090510023985,0.00226275059963,0.00475177625922,0.0110874779382,0.0282843824954,0.0554373896909,0.0651672172693,0.0758021450876,0.0898311988053,0.0944245825225,0.10822736118,0.149318024516,0.00076134834671
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00068568199989,0.00137136399978,0.00239988699961,0.00239988699961,0.00422837233264,0.00619399406565,0.00758821413209,0.0117480182647,0.0287072197286,0.0397238438602,0.0666711464557,0.0979153895839,0.139490574844,0.169157749372,0.209224434232,0.236377441428,0.259873477957,0.269084472823,0.280421081887,0.442036329261,0.644541079894,0.69231025922,0.969325787174,0.984182230505,1.11469037115,1.27102586712,1.50461486842,1.51170024909,1.39604855177,1.6390085404,1.58346829841,1.53615624041,1.78492671568,2.23399408154,2.34730157209,2.5423428368,0.0860590711236,0.0178846493363
Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045712133326,0.00091424266652,0.0015999246664,0.00251416733292,0.00251416733292,0.0038855313327,0.00525689533247,0.0111994726648,0.0175991713305,0.015999246664,0.0143993219976,0.0210275813299,0.0274272799955,0.0383981919937,0.0349697819943,0.0429694053263,0.0596543339902,0.0633113046563,0.067196835989,0.109937680649,0.112908969315,0.177591637971,0.57718372345,0.00124930602033
France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.143956193e-05,0.00011078517446,0.00011078517446,0.00054355342354,0.00106439788207,0.00106670588768,0.00168126895054,0.00251807937729,0.00441173009911,0.00835960311354,0.0175046386387,0.0296646603611,0.060890618636,0.0885188034575,0.134859935738,0.21807711454,0.495288953252,0.918699370955,1.29203059239,1.71855908042,2.12970086437,2.63022129701,3.23572204372,3.43847807395,0.0655731633305,0.024188702926
Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00045255011993,0.0018102004797,0.00588315155904,0.0160655292574,0.0226275059963,0.0622256414898,0.135765035978,0.205684029506,0.339412589944,0.459790921845,0.67113182785,1.01574874417,1.25084853147,1.70837670272,2.37792460515,3.57197809657,4.23428519709,5.77205050459,6.16124360773,6.94890709146,8.98606145631,9.18088428293,8.74304204191,8.55161334118,11.0610037562,11.4653572883,12.083088202,0.0567653700709,0.0850010439753
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00022627505996,0.00022627505996,0.00045255011993,0.00045255011993,0.0018102004797,0.0106349278183,0.00837217721863,0.00769335203874,0.00814590215866,0.00837217721863,0.0165180793773,0.036656559714,0.102050052043,0.171063945332,0.147305064036,0.231026836222,0.253654342218,0.286464225913,0.384441326877,0.411368059013,0.507308684437,0.575417477486,0.614110512739,0.750101823777,0.871158980857,0.938238222383,0.0799506828189,0.00660023558885
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022627505996,0.00022627505996,0.00090510023985,0.00135765035978,0.00226275059963,0.0097298275784,0.0248902565959,0.0463863872924,0.0748970448477,0.1192469566,0.141648187537,0.174458071231,0.162012942933,-0.0687916427851,0.00113971438259
Republic of Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00262479069557,0.00527220889714,0.00262479069557,0.00262479069557,0.0105217902883,0.0394623704575,0.0420871611531,0.0552563696429,0.0762999502195,0.0868217405078,0.102615739693,0.147350319048,0.252590849437,0.365728379418,0.442028329638,0.544644069331,0.6683033896,0.635154093316,0.991934651763,0.907738607051,1.02877042132,0.13643835485,0.00723710376769
Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045255011993,0.0004342652666,0.00065139789989,0.0004342652666,0.00086853053319,0.00151992843308,0.00195419369968,0.00716537689882,0.0267004570756,0.0524958139114,0.091188849165,0.127392858759,0.266778295696,0.317690184188,0.329909037426,0.417930035751,0.530162465493,0.67226320315,0.91279359189,1.09992306648,1.48051771734,2.06496356972,2.23025750102,3.03369235643,3.38560066977,0.119057536125,0.0238167252392
