Oil: Production *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Million tonnes,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,95.6620879121,106.892857143,130.507554945,142.78021978,169.263736264,192.586961538,228.684626374,253.710945055,295.377082418,303.197197802,269.46989011,296.966208791,285.627884615,264.820054945,160.485164835,74.158021978,66.1597692308,120.092434066,122.83443956,102.518241758,110.351098901,102.699807692,116.725659341,117.383241758,143.838538462,162.788873626,174.370879121,175.678857143,184.293956044,184.984505495,185.456505495,186.641758242,186.962664835,190.787554945,178.11739011,191.713602401,189.828518416,177.484803522,198.519548544,208.179761197,206.380755831,209.235963763,210.875632075,214.501514879,205.534292501,208.839044206,208.233336473,177.084092175,166.081620298,-0.0595618374646,0.040211584419
Iraq,64.6754385965,68.5668016194,60.4885290148,74.2372469636,74.9210526316,76.3002699055,83.4426450742,72.4097165992,99.4021592443,97.2770445344,111.703052632,119.52540081,115.992219973,126.578380567,171.649230769,131.073117409,44.5042105263,48.5040890688,54.3542780027,60.5385020243,69.8388947368,93.1898151147,117.256055331,136.699246964,138.967118758,105.300904184,13.9429149798,26.1465668016,22.3319919028,24.794879892,26.0263238866,28.5668097166,57.1444237517,104.185584345,128.27262888,128.795543069,123.872225325,103.873574852,66.0245067244,99.9460686863,89.9336288334,98.0214557448,105.089421462,119.318912467,119.929605356,121.479553423,136.677569803,152.498254223,153.241867351,0.00762929301709,0.037102829665
Kuwait,119.011361879,125.556470314,126.392343545,133.128194015,140.90796395,151.798933599,162.549492495,167.34923226,153.800438681,129.870429135,106.349897787,109.910832602,100.779734967,108.779691033,129.61965503,86.8336199487,58.6239165954,42.6642907286,55.0055485418,60.7270836706,55.4894933979,59.3953123872,52.1150099744,63.0462205757,68.4106875653,46.7967897312,9.21698332858,53.9555343403,96.5819749216,103.357202907,104.888944286,105.125898034,105.11423739,110.003267978,102.556342215,109.879317284,106.591508968,98.9215543449,115.558589066,123.380899285,130.376558419,133.70900692,129.946551971,136.118175136,121.233040834,122.512829948,139.672309123,153.717905533,151.253115517,-0.0133387055248,0.0366213135421
Oman,0.0,0.0,2.82293080054,11.9682496608,16.1947082768,16.4423337856,14.5603799186,14.0043419267,14.5108548168,14.3622795115,16.8880597015,18.2255088195,16.8385345997,15.5508819539,14.6099050204,14.117106162,16.307164413,16.7033652272,19.3281956206,20.7535425537,24.7893627474,27.8599190568,29.01240233,30.9293374819,32.0602454031,34.2393498807,35.3154961868,37.0376142797,38.7869069621,40.4527008375,42.8071924858,44.3646352875,44.9099599963,44.7118595892,45.0090101998,47.7086838535,47.4836134464,44.5728495658,40.6932701628,38.8919942741,38.4677429037,36.5495251018,35.1628222524,37.5932157395,40.2391451832,42.8194029851,43.8247625509,44.9996815866,46.0821944767,0.0268616452813,0.0111573934555
Qatar,11.6053274382,14.4942072297,16.1378802145,16.9812093176,17.7317449271,18.0804028329,21.4175570748,24.0733614443,28.3907151922,25.8006850343,21.7662149807,24.3230851107,21.6665984362,24.1072037772,25.2029857671,23.6729693781,20.6963502681,16.8761133036,15.3486320465,17.1470383183,15.3178237742,17.2715381204,15.2712072297,17.6472093176,19.6901434615,21.1221585404,20.4030344564,23.6006221804,21.8132261841,21.3483351892,21.8312261841,27.104029844,33.2729598508,33.5516879687,34.2781955692,40.2298360249,40.0460820781,37.3770093941,43.8405306672,49.9908993771,52.6023693062,56.7641348671,57.9178367244,65.029505979,62.3893272777,72.1311651896,78.2064297205,83.3461041234,84.2379973432,0.0134701225907,0.0203956533223
Saudi Arabia,111.009134615,130.828434066,141.287087912,154.227774725,162.740865385,192.166483516,240.799725275,304.21739011,384.004567308,429.662156593,359.316929945,437.251854396,468.400789835,424.435336538,487.979429945,509.828447802,506.347252747,340.184237416,240.258921039,219.032787575,172.07466324,252.590092166,221.07107741,276.518773485,271.147951746,342.618600452,428.355835697,442.39455335,432.785148219,437.249718628,437.209159929,445.364098092,453.195010427,454.409641012,422.378905779,456.037121728,440.386604674,425.194372519,486.20517351,500.429086073,521.27590917,508.947617045,488.888857729,509.870574978,456.722912348,473.816602915,525.950870565,549.833807597,542.340469826,-0.0109259802848,0.131311148405
Syria,0.0,0.0,0.0,1.0485675307,2.63915416098,4.23260572988,5.27830832196,5.84201909959,5.5272851296,6.42360163711,9.56070941337,10.0362892224,9.11255115962,8.91336971351,8.31582537517,7.88922237381,8.16643929059,7.71828103683,8.017053206,8.08894952251,7.93246248295,9.97907230559,11.4829331514,13.371787176,16.935627558,20.2251214188,23.4698199181,25.6351432469,28.1279931787,27.9856070941,29.612058663,29.1933683492,28.666946794,28.6181514325,28.7515375171,28.6109140518,30.5036033015,33.6954279673,32.4454027285,24.3158366439,22.3020278308,20.9772969304,20.1219918827,20.2928575171,19.9678354025,19.1712141883,16.2926297954,8.52291950887,2.78240109141,-0.672644555569,0.00067367329029
United Arab Emirates,13.6566273053,17.4339923046,18.4994029455,24.1830967228,29.0082260846,36.9019503781,53.5610985803,63.1285657423,70.5108133209,78.9856706913,82.1334748574,94.0615629561,96.7586572907,88.5743664588,88.6712219716,84.296811193,74.0721439616,65.0816939636,60.8426215287,59.9368797777,58.32598935,73.4076685786,74.5767565268,75.7135488258,95.0048367796,107.600952098,124.507943313,118.424347297,114.589491776,116.251537033,112.328888764,117.778572887,122.06801325,125.246014916,120.222859853,124.488040199,119.405034861,112.524591963,126.179179573,131.990834301,135.789748209,144.322409505,139.552236983,141.374701312,126.189779656,133.341475316,151.257160289,154.704939769,165.673518829,0.0738339647651,0.0401127748191
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478374836173,1.24377457405,8.15465268676,8.51507208388,8.70642201835,9.42398427261,8.72640104849,9.89517169069,16.391231979,16.6584193971,16.9171480996,17.7251690695,18.0010314548,19.165293578,21.3485383378,21.4282372938,21.5655996052,21.241199991,19.9846232187,19.7885602002,18.1491552854,15.9491074344,14.7586536702,14.296549191,13.5453265038,10.5665820739,8.33235272077,7.35670221901,-0.114672914147,0.00178120029159
Other Middle East,3.04621311475,3.28353005464,3.64243715847,3.902,3.88961748634,3.91848087432,3.80175409836,3.547,3.42871038251,3.37984699454,3.07666666667,2.937,2.91907650273,2.7664863388,2.56403278689,2.65600689655,2.5755434332,2.47181665725,2.37308988129,2.37655862069,2.37208988129,2.38908988129,2.43258988129,2.48815862069,2.47445326927,2.42658988129,2.47852091577,2.4974137931,2.45715752779,2.40329413982,2.40629413982,2.32831034483,2.3229652346,2.27310184662,2.22223845864,2.27894846959,2.22287483989,2.27273822787,2.26219250915,2.27814489055,9.07941043487,8.94441303154,9.53696903951,9.48927750833,9.44345397749,9.44355284355,9.87904154192,9.02801033318,10.2154052091,0.134623497725,0.00247334782034
