Oil: Proved reserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change,2013.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 over,share
Thousand million barrels,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2012.0,of total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,11.6029996872,11.017999649,10.5340003967,10.0799999237,9.61100006104,9.18000030518,9.0,9.0,9.0,5.1139998436,5.41499996185,5.90899991989,5.59800004959,5.16699981689,4.98000001907,4.98000001907,4.73000001907,4.86999988556,5.09999990463,5.19999980927,5.11999988556,5.09999990463,4.71999979019,4.73000001907,4.30000019073,4.19000005722,4.36999988556,3.98873996735,3.74749994278,4.3029999733,4.23000001907,3.74132990837,3.74132990837,3.74132990837,-,0.00221657101065
Malaysia,1.79999995232,2.29500007629,2.56999993324,2.56999993324,2.90000009537,3.5,3.52999997139,3.32399988174,3.3789999485,3.67449998856,3.55999994278,3.70000004768,5.09000015259,4.96000003815,5.19999980927,5.19999980927,4.96099996567,4.97599983215,4.65000009537,5.02899980545,4.53000020981,4.45699977875,4.53999996185,4.84000015259,5.15999984741,5.25199985504,5.35699987411,5.46000003815,5.51999998093,3.5720000267,3.73900008202,3.73900008202,3.66799998283,3.66799998283,-,0.00217312620953
Thailand,0.00041899998905,0.0152094997466,0.0299999993295,0.0299999993295,0.0579999983311,0.108999997377,0.104000002146,0.104000002146,0.104000002146,0.230700001121,0.261400014162,0.219999998808,0.178599998355,0.218099996448,0.230800002813,0.295199990273,0.241200000048,0.296299993992,0.388300001621,0.358469992876,0.514999985695,0.583999991417,0.691999971867,0.5,0.527300000191,0.45300000906,0.46099999547,0.46099999547,0.453999996185,0.435000002384,0.442000001669,0.4532700032,0.427110001445,0.427110001445,-,0.00025304360315
Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219000000507,0.0511000007391,0.109499998391,0.200749993324,0.239999994636,0.34999999404,0.596199989319,0.638700008392,0.764349997044,0.889999985695,1.24639999866,1.89999997616,1.79999995232,1.95000004768,2.20000004768,2.81200003624,2.96000003815,3.08400011063,3.1192073822,3.25,3.41000008583,4.73000001907,4.5,4.40000009537,4.40000009537,4.40000009537,4.40000009537,-,0.00260680355132
Other Asia Pacific,0.993110009469,1.08805998135,1.08362001646,1.10979197361,1.10025797412,1.16999997757,0.678799993359,0.670499992499,0.975699987204,0.945500014757,1.00519999949,0.913267990982,0.866780016804,1.08947300073,1.08278298657,1.07281398913,1.33140902361,1.19695501169,1.33985798759,1.41710700793,1.30761197908,1.24699968053,1.11394998012,1.42883989192,1.45129444008,1.41551328823,1.39079109719,1.26804594532,1.25946450384,1.12290214386,1.10744243891,1.11043998162,1.07779627896,1.05961145675,-0.0168722253293,0.00062777247513
Total Asia Pacific,33.9229198869,35.3075797791,35.3574923007,36.3084094599,37.8240727894,38.7103226092,39.4585329657,39.4653751691,39.6458606533,34.7306672246,36.3067134627,36.9977528811,37.5368736277,38.8342205053,39.2034383146,39.1002480402,38.9929731651,40.3306556805,41.9892134587,39.9312036554,40.0766036878,40.6293361778,40.6356841582,40.4651366172,40.628127116,40.7592434399,40.8504905193,40.047395183,42.43183458,40.7792953738,41.981511921,41.9250772701,42.1396224335,42.1470291636,0.00017576641403,0.0249702334404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total World,683.375529719,696.471344423,725.574594864,737.321774358,774.448690244,802.559491481,907.673650717,938.882115556,1026.70606999,1027.26992207,1027.50670712,1032.73290608,1039.2984432,1041.42402449,1055.64267425,1065.88874587,1088.73135511,1107.37038072,1092.87088892,1237.90414573,1258.10365066,1266.79892792,1321.50822254,1334.13295941,1343.72213988,1353.05541397,1363.856066,1399.34261656,1471.60889924,1513.24328586,1621.61331777,1661.82032118,1687.28243372,1687.89092515,0.0003606340033,1.0
of which: OECD,140.989933351,151.294769368,149.953086193,150.538927226,149.815037502,150.197139763,149.030280183,148.696463103,148.764648776,146.362385751,144.529047426,142.670046215,142.744243277,140.823341816,148.431910532,149.226613822,150.976881711,151.645337026,124.687955796,256.62938784,256.50579472,254.753525086,251.171259879,247.503596139,245.216153489,244.74701127,241.038377301,239.763714566,234.416233151,235.989094144,239.083973325,243.282018284,249.594249583,248.773422587,-0.00328864553012,0.14738714695
                 Non-OECD,542.385596367,545.176575055,575.621508671,586.782847132,624.633652743,652.362351718,758.643370534,790.185652453,877.941421218,880.907536316,882.97765969,890.062859869,896.554199918,900.600682672,907.210763723,916.662132051,937.754473394,955.725043691,968.182933127,981.274757886,1001.59785594,1012.04540284,1070.33696266,1086.62936327,1098.50598639,1108.3084027,1122.8176887,1159.57890199,1237.19266609,1277.25419172,1382.52934444,1418.53830289,1437.68818414,1439.11750256,0.00099417835008,0.85261285305
                 OPEC,425.359901607,429.306109488,459.207993925,467.812706292,503.671106815,529.784001827,636.651109338,668.614312887,754.99890399,763.231591821,763.443709373,769.012001038,772.679002166,774.935806513,778.876891851,786.596509218,804.987000942,817.473985672,823.081494331,831.926797867,849.662692547,855.548094273,903.305612087,912.063713074,918.840821028,927.778039455,936.145133972,949.528017044,1024.36798525,1064.63497877,1163.32579303,1197.53500962,1213.8110373,1214.23288536,0.00034754013177,0.719378769398
                 Non-OPEC £,191.015628112,204.165234935,203.366600939,206.509068066,207.777583429,209.775489654,210.022541379,211.267802669,212.707166004,205.538330246,205.662996217,204.740104417,207.057841298,206.34581914,216.042580651,217.988235801,221.859555243,223.370692653,198.041385647,329.635211259,330.997808335,330.390455168,327.893866283,325.231638736,324.854967658,325.159043345,326.485942759,324.574710037,320.764406473,321.515510576,329.811703448,334.593311369,342.614319021,341.896490039,-0.00209515169263,0.202558398247
                 European Union #,11.7799826307,10.9964817873,10.6636387705,10.7283299019,10.0273027673,9.62981584657,9.27552951023,8.99562205694,8.25286531716,7.70468725439,8.08475192077,8.46139386937,8.5057572982,8.12477027863,7.9800597548,8.31496370747,8.71664651431,8.89316178439,8.95203189086,9.04737682047,8.91148332995,8.84262838564,8.03593722847,7.98060013982,7.60050743097,7.36561741936,6.98662423762,6.78712215833,6.21479916421,6.49393703102,6.84509397356,7.01651761937,6.80449471134,6.80470356601,3.069363447e-05,0.00403148308396
                 Former Soviet Union,67.0,63.0,63.0,63.0,63.0,63.0,61.0,59.0,59.0,58.5,58.4000015259,58.9808006287,59.5615997314,60.1423988342,60.7232017517,61.3040008545,61.8847989198,66.5257023927,71.7480089441,76.3421365991,77.4431497827,80.8603784814,90.3087441698,96.8376075998,100.026351191,100.118331172,101.224989273,125.23988948,126.476507522,127.092796512,128.475821294,129.692000188,130.857077397,131.761549748,0.00691191013902,0.0780628323555
Canadian oil sands: Total,32.2667274475,32.2667274475,32.6441192627,32.7831230164,32.9718170166,33.1611404419,33.0309410095,33.0982437134,33.1441574097,33.0856628418,32.4390716553,32.3969268799,32.3812026978,32.3334007263,41.3001556396,41.4819297791,42.1461334229,41.9781951904,43.1166534424,175.15864563,174.913345337,174.655471802,174.353561401,174.391296387,173.988739014,173.605072021,173.145904541,172.642730713,170.277755737,169.78086853,169.183334351,168.554351807,167.849884033,167.849884033,,
of which: Under active development,0.0,0.0,0.0,1.9756295681,2.0951359272,2.227850914,3.61978602409,3.60531949997,3.56317782402,3.41033530235,3.29837679863,3.1555981636,3.03294682503,2.87821745872,3.55500102043,3.61098027229,4.15567779541,3.86194372177,8.39878463745,11.8946609497,11.7065954208,11.5273361206,11.5644464493,10.8222484589,10.4473752975,10.1769142151,21.0035648346,22.0118217468,27.0380096436,26.5178413391,25.9297447205,25.5366325378,25.8511219025,25.8511219025,,
Venezuela: Orinoco Belt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59999990463,20.0,94.1679992676,133.408004761,220.0,220.0,220.0,220.46723938,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ^ Less than 0.05.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w Less than 0.05%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 n/a not available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 £ Excludes Former Soviet Union.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 'Remaining established reserves', less reserves 'under active development'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes: Proved reserves of oil - Generally taken to be those quantities that geological and engineering information indicates with reasonable certainty can be recovered in the future from known reservoirs under existing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economic and operating conditions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reserves-to-production (R/P) ratio - If the reserves remaining at the end of any year are divided by the production in that year, the result is the length of time that those remaining reserves would last if ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production were to continue at that rate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source of data - The estimates in this table have been compiled using a combination of primary official sources, third-party data from the OPEC Secretariat, World Oil, Oil &",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas Journal and an independent estimate of Russian and Chinese reserves based on information in the public domain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian oil sands 'under active development' are an official estimate. Venezuelan Orinoco Belt reserves are based on the OPEC Secretariat and government announcements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserves include gas condensate and natural gas liquids (NGLs) as well as crude oil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual changes and shares of total are calculated using thousand million barrels figures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
